fecha,ANDINA_BANCO,ANDINA_ENERGIA,ANDINA_ALIMENTOS,ANDINA_TECNOLOGIA
2018-01-01,0.0034605156154142135,0.08758058272588379,0.038976470326976334,0.012720571906233255
2018-02-01,-0.04363602826810942,-0.00955615320223964,-0.013123730492281537,-0.114765197922212
2018-03-01,-0.013515417113058112,-0.01178573933795875,0.03122079057082885,0.05271048607540789
2018-04-01,0.014421129916750972,0.05550642938270946,-0.0053458172248412395,0.012578791222613453
2018-05-01,0.01420765616677485,-0.022799443250758205,0.02037303692032113,-0.05035983946692026
2018-06-01,-0.0965123528167001,-0.10514146674843357,-0.022227604372209234,-0.08081833825216468
2018-07-01,-0.02441126283096258,-0.042145073655391406,-0.0034188320914723524,-0.10959960193920441
2018-08-01,-0.05698071534639652,-0.01702859943072342,0.012584129944665162,0.07481416932962863
2018-09-01,0.03736895295291663,-0.0014799872402659082,0.002871219272323499,-0.09757600955355747
2018-10-01,0.004933903691028689,0.00982072115730149,-0.006302860215006258,0.0111284144092906
2018-11-01,-0.045808854297315835,-0.009096195570650235,0.001149057841259582,-0.013735529628709598
2018-12-01,0.01848350248931742,-0.06638273985830731,-0.005612829117412973,-0.07548622164437316
2019-01-01,-0.029067923780982725,-0.006002935923846648,0.0015377161488526118,0.0223332253539641
2019-02-01,-0.02629909570942285,0.05558655336981568,8.502401423792104e-4,-0.014726211945952306
2019-03-01,-0.12209403126594048,-0.07163612487989225,-0.04786004385428815,-0.01966490125886408
2019-04-01,0.02796638208006129,0.02619285729650008,0.04616213889313232,0.01927212217924587
2019-05-01,0.02225351374268795,0.021063066077974656,0.0023050433441555666,0.10931248510845476
2019-06-01,0.029616053011550333,0.0638029023364362,-0.002548398699261066,0.052653959954453794
2019-07-01,-0.039048131413480736,-0.03876450635689921,-0.020571588330455994,-0.0725327696995921
2019-08-01,0.02867346563693879,0.05002590103841124,0.04842597378387167,0.0361672717889533
2019-09-01,-0.01081302960577792,-0.018543976449428637,0.012548376767868068,-0.04434060942079184
2019-10-01,0.031521108928099846,-0.00565063073348477,0.01593121549733788,-0.09175059430644446
2019-11-01,0.014361268316404573,-0.03869723857104333,-0.04968061763627441,0.05004727977953968
2019-12-01,0.035447644611674226,0.07040592221254173,0.023944800507395645,0.15807884357344965
2020-01-01,0.0577267049163456,0.028025533869480687,0.029299181022672642,0.024624109125435882
2020-02-01,0.13171702388506484,0.0908725711835566,0.06276574417054426,0.02795069453545601
2020-03-01,0.07769862045135538,0.08590402340937617,-0.0012447753419836047,0.11688216304225325
2020-04-01,-0.12713949703504096,-0.03512427938706571,-0.1034377560699411,-0.25132917956447737
2020-05-01,-0.011454007863550462,0.02755355870816698,-0.006768357314045931,0.07359430290013655
2020-06-01,0.08343806375749493,-0.022258995692004763,0.010162959851109252,0.13438928818986898
2020-07-01,-0.024743226046460502,-0.021625405924928197,0.012641764951602961,0.0018205855592604205
2020-08-01,0.01027955309605007,-0.010410396533904907,0.01850544255490086,0.019314330774873132
2020-09-01,0.012743072691745294,-0.007065156384746479,0.03566836760692789,0.05816881057175966
2020-10-01,0.046363006999430585,0.051776724097946404,0.016451062749253516,0.08360379441347722
2020-11-01,0.013849935751826933,-0.0037777746892200606,0.004370289603522855,0.04456310443259119
2020-12-01,0.1170665031096813,0.014896995724096588,0.0550705309875734,0.06022348750989606
2021-01-01,0.04483600599487458,0.03885700318685566,0.0310102809439883,0.08832491548381954
2021-02-01,-0.02953233840446861,0.006113532228011347,0.006331493525884377,-0.013484406833587674
2021-03-01,0.040553062605694114,0.016359140650379304,0.03609051552648583,0.11316377447430745
2021-04-01,-0.024521722655953936,-7.793361950993397e-4,-0.009146616756010492,-0.0846987474399758
2021-05-01,-0.06156417906743924,-0.006932954481851402,-0.003981389107150131,-0.03935756679840477
2021-06-01,0.049472638409294604,0.03995284125635411,0.03945762884893182,0.10461814402111286
2021-07-01,-0.012224148356569344,-0.04022890795748403,-0.046407463958018244,-0.07171968190159143
2021-08-01,0.029141794654485048,0.03871574071280766,0.012809930323914955,-0.05735202748990227
2021-09-01,-0.013047496096144232,-0.08143227646180234,-0.02110777857579297,0.007321723464954525
2021-10-01,0.06434709780004837,0.06414743674354736,0.013818907456787734,0.04773575504205492
2021-11-01,0.05565663708039827,0.03929345977357897,0.004940614138732787,0.022173391443046017
2021-12-01,-0.03857660772782163,0.059481814575841986,0.007866414385689878,0.036335392665894625
2022-01-01,0.06663352673999823,0.03738060785770593,0.01997766732399513,0.15620269158536537
2022-02-01,0.001245647677568143,0.02300785211676976,-0.005710386616355041,0.036397743232920055
2022-03-01,-0.026319008490919598,0.013663068552812001,-1.6545930432070553e-4,0.011678986681107381
2022-04-01,0.020118496157141754,0.025086531201301353,0.013203857654017569,-0.09974669243033958
2022-05-01,-0.01997142505780253,-0.01606387136389409,0.0015729878337532753,-0.02069278470652175
2022-06-01,-0.014181392821833644,0.019660221114182093,0.02128370581327149,-0.05179629612680848
2022-07-01,-0.014788468425442958,-0.004271117442813506,0.019462603927449466,-0.09782469890348627
2022-08-01,0.008161095878404459,-0.02967865770613594,-0.008061012646890513,0.07579007708532448
2022-09-01,-0.012401249441938877,0.013127201708864767,-0.022552064533336892,-0.0036826948646174265
2022-10-01,-0.01450572937115589,-0.03291937942041673,0.005810670690199987,0.002262477661433046
2022-11-01,0.027645589984067666,0.003129484951518959,0.020641125161268425,-0.005356215704883361
2022-12-01,1.520859338564537e-4,0.002921430122545421,0.011924974527604729,-0.0923078741689825
2023-01-01,-0.13458524324796003,-0.1871838247456829,-0.044733194151257455,-0.16920863180102994
2023-02-01,-0.001014617212434319,0.009787864280296729,0.021226093211836952,-0.03365120084347566
2023-03-01,7.866635807543395e-4,0.04916782013523101,0.02479258610755732,0.12779118216730312
2023-04-01,0.006071129186432659,-0.01818328244088256,-0.0095830301792313,0.006673490745019375
2023-05-01,-0.020303933537490562,-0.043833559821975655,0.012107744000792578,-0.044568608541258076
2023-06-01,-0.02335451250023906,0.04637340407400322,-0.009735843743695977,-0.07540187494672652
2023-07-01,-0.07969625736786057,-0.04902205336590065,-0.05006372661879667,-0.03730163382263266
2023-08-01,0.07002118591813414,0.022147623960735267,0.02362378234602309,0.12270203695639031
2023-09-01,-0.03861924713343745,-0.010108330375821348,-0.004427771432558441,-0.012775004299375031
2023-10-01,0.008368273364353442,0.03078416642225285,-0.002263997752107498,0.024761395942248063
2023-11-01,0.04252290628038251,0.0025681668663386434,-0.0024124481688156466,0.11650062094946294
